F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,eyeDetection,AF_PCA_Component
3971.79,4245.13,4110.26,4323.59,4596.92,4066.15,4600.0,4194.87,4230.26,4184.1,4277.95,4609.74,1,-0.2893207345030575
3966.67,4240.0,4106.67,4313.33,4590.77,4067.69,4594.87,4192.31,4225.64,4178.97,4271.28,4604.62,1,-0.46070510977318524
3963.59,4232.31,4102.05,4315.9,4593.33,4071.79,4600.0,4186.15,4223.59,4182.05,4272.31,4604.1,1,-0.1557662593387325
3966.15,4233.85,4104.1,4322.05,4593.33,4069.74,4597.44,4178.97,4223.08,4182.05,4274.87,4604.1,1,-0.15557574924681344
3963.08,4231.28,4105.13,4320.51,4591.28,4073.33,4598.46,4192.82,4219.49,4178.46,4266.67,4596.92,1,-0.8229708041096526
3968.72,4234.87,4107.69,4326.15,4600.0,4077.95,4603.08,4193.33,4229.23,4187.18,4273.85,4605.64,1,-0.4807616759000156
3965.13,4233.33,4106.67,4323.08,4601.03,4080.51,4606.67,4190.26,4230.26,4186.15,4274.87,4608.21,1,-0.8426481996651878
3963.08,4229.74,4105.13,4323.08,4599.49,4079.49,4609.74,4195.38,4227.69,4181.03,4267.69,4605.13,1,-1.1663174440332091
3973.85,4236.41,4110.26,4330.77,4604.1,4077.95,4608.21,4203.08,4233.85,4186.67,4269.23,4610.77,1,-0.47990900451773705
3974.87,4244.1,4111.79,4328.21,4611.28,4082.56,4610.26,4207.69,4235.38,4191.28,4275.9,4613.33,1,-0.05995371314806597
3966.67,4239.49,4105.64,4326.15,4610.77,4086.15,4615.38,4205.64,4231.28,4186.67,4273.85,4606.15,1,-0.460522808401353
3972.31,4237.44,4111.28,4331.79,4606.15,4082.56,4609.74,4201.03,4232.31,4186.15,4271.28,4606.15,1,-0.40386182501474976
3983.08,4245.13,4122.56,4332.31,4605.13,4079.49,4608.21,4205.13,4237.95,4189.23,4273.85,4611.79,1,-0.0792437294122191
3980.0,4241.03,4114.36,4327.69,4605.64,4077.44,4613.33,4202.05,4230.77,4181.54,4271.28,4607.18,1,-0.5365699879043065
3970.26,4229.74,4103.08,4326.67,4602.05,4074.36,4605.13,4183.08,4220.0,4175.9,4265.13,4600.51,1,-1.052432155704366
3971.79,4232.82,4108.72,4329.23,4600.0,4071.28,4592.82,4178.97,4225.13,4179.49,4267.18,4603.59,1,-0.7280989004334426
3975.9,4237.44,4114.36,4327.18,4600.51,4071.79,4592.31,4193.33,4232.82,4180.0,4269.23,4606.15,1,-0.5749695686733235
3970.77,4230.77,4107.69,4322.56,4600.51,4079.49,4602.56,4200.0,4235.9,4182.56,4266.67,4605.64,1,-0.918504869076256
3972.31,4236.92,4107.69,4323.59,4603.59,4086.67,4615.38,4207.18,4240.51,4190.77,4270.77,4610.26,1,-0.6327617046663021
3978.46,4245.13,4114.36,4325.13,4610.77,4084.62,4618.97,4211.79,4241.54,4190.77,4274.87,4610.26,1,-0.28913022441113856
3971.28,4236.92,4110.77,4321.54,4615.9,4082.56,4611.79,4200.0,4228.72,4178.97,4269.23,4598.46,1,-1.0325724587769651
3963.08,4228.72,4102.56,4318.46,4616.92,4083.59,4610.26,4195.38,4223.59,4175.9,4262.56,4595.38,1,-1.3955882855359698
3969.23,4232.82,4106.67,4323.59,4614.36,4080.0,4615.9,4206.67,4234.87,4188.72,4268.21,4606.67,1,-0.6328560349059902
3973.85,4234.87,4112.31,4327.69,4610.26,4074.36,4611.28,4206.67,4241.03,4194.36,4274.87,4610.77,1,-0.6522422310223741
3971.79,4232.31,4109.23,4327.69,4607.69,4073.33,4603.59,4193.85,4232.82,4191.79,4274.87,4608.72,1,-1.0337099704908506
3978.46,4235.9,4114.87,4330.77,4607.18,4073.85,4607.18,4195.38,4228.72,4192.31,4275.38,4612.31,1,-0.7666010201622342
3982.05,4235.9,4123.59,4334.36,4606.67,4073.85,4611.28,4201.54,4235.38,4188.72,4271.28,4610.77,1,-0.9758235042582176
3980.51,4233.85,4120.0,4335.38,4609.74,4073.85,4609.23,4198.46,4235.9,4184.1,4264.62,4605.64,1,-1.3188853038501671
3984.62,4242.05,4117.44,4336.92,4614.87,4073.85,4609.74,4199.49,4234.36,4190.26,4272.31,4612.82,1,-0.4418885943200154
3989.23,4253.33,4122.05,4336.41,4614.36,4074.36,4608.72,4203.59,4240.51,4197.44,4282.56,4619.49,1,0.2825466145006884
3983.08,4248.21,4117.95,4328.21,4607.69,4071.79,4601.54,4200.51,4242.05,4194.36,4278.97,4612.82,1,-0.40386182501474976
3977.44,4233.33,4108.72,4324.62,4607.18,4068.72,4596.41,4190.26,4235.9,4188.21,4269.74,4607.18,1,-1.0333307999195553
3978.97,4230.26,4108.72,4330.26,4612.31,4070.77,4600.51,4188.21,4230.77,4183.59,4262.05,4606.67,1,-1.0146022555985297
3976.41,4232.31,4110.26,4330.26,4611.28,4073.85,4607.69,4194.87,4226.15,4181.03,4260.0,4606.15,1,-1.1286762044067489
3973.85,4229.74,4110.77,4327.69,4607.69,4073.85,4610.26,4198.46,4225.13,4183.08,4262.56,4603.59,1,-1.2817112059271796
3974.87,4230.77,4112.31,4326.67,4605.64,4073.85,4611.28,4198.97,4229.23,4180.51,4260.51,4596.92,1,-1.5865639348419975
3971.79,4233.33,4109.74,4325.64,4606.67,4073.33,4610.26,4202.56,4226.67,4174.36,4254.87,4591.28,1,-2.1964498444309903
3968.21,4230.77,4105.13,4326.67,4610.26,4073.33,4605.13,4202.56,4221.54,4170.77,4253.85,4586.67,1,-2.387132444685324
3968.21,4222.56,4106.15,4325.64,4609.23,4072.31,4601.03,4190.26,4220.51,4170.77,4253.33,4583.59,1,-2.1395040207127796
3966.15,4223.59,4102.56,4314.36,4593.85,4053.33,4581.54,4176.41,4216.41,4175.9,4256.92,4595.38,1,-2.081908753919298
3968.21,4224.62,4102.56,4318.97,4590.77,4056.41,4586.15,4185.13,4219.49,4177.95,4256.41,4595.38,1,-1.6628877459565052
3948.21,4224.1,4092.82,4313.33,4598.97,4063.59,4590.77,4176.41,4211.28,4162.56,4250.26,4579.49,1,-3.0167919296820487
3952.31,4230.77,4096.92,4317.95,4603.59,4066.67,4592.82,4181.03,4214.87,4164.62,4254.36,4577.95,1,-2.4452094210098756
3974.87,4233.33,4106.67,4323.08,4601.54,4064.62,4599.49,4192.31,4222.05,4175.9,4262.56,4590.26,1,-0.9006289961375088
3994.87,4243.08,4114.87,4322.05,4602.05,4061.03,4594.87,4190.77,4225.64,4186.67,4271.28,4604.62,1,0.5301604706457034
3998.46,4250.77,4121.54,4320.51,4600.0,4058.97,4587.69,4186.67,4226.67,4189.23,4274.87,4608.21,1,1.2557331911802927
3999.49,4247.69,4123.59,4317.44,4597.44,4060.51,4592.31,4190.77,4225.64,4182.05,4271.79,4602.56,1,1.0851951281849332
4003.59,4247.18,4121.03,4315.9,4601.03,4067.18,4601.54,4189.74,4221.03,4178.97,4267.69,4596.41,1,1.1228427269189036
4003.59,4248.21,4119.49,4319.49,4602.05,4069.74,4600.51,4182.05,4214.87,4184.62,4269.74,4597.95,1,1.599270341195768
4011.28,4253.85,4124.1,4327.69,4598.97,4064.1,4590.26,4181.03,4214.87,4188.72,4277.95,4606.15,1,2.190616366943077
4024.62,4265.64,4135.38,4331.79,4598.97,4062.05,4588.21,4188.21,4223.59,4192.82,4285.64,4613.85,1,3.04841739044873
4021.03,4268.72,4138.97,4328.21,4601.54,4068.72,4597.44,4192.31,4230.26,4199.49,4287.18,4614.36,1,3.2964186258850927
4012.82,4263.08,4132.82,4322.05,4600.51,4068.72,4600.0,4190.77,4225.64,4195.9,4285.13,4608.21,1,2.419421916354941
4018.97,4262.56,4133.33,4318.97,4600.51,4066.67,4594.87,4189.23,4223.08,4189.74,4281.54,4604.1,1,2.152786466837274
4022.05,4264.1,4135.9,4320.51,4600.51,4070.77,4593.33,4184.62,4221.03,4191.79,4282.56,4608.21,1,2.9345403108399397
4016.41,4266.67,4132.31,4322.05,4597.44,4069.74,4595.38,4181.54,4213.85,4189.74,4283.08,4606.15,1,3.297082636787961
4019.49,4271.79,4132.31,4319.49,4593.85,4065.64,4595.38,4181.03,4209.74,4185.13,4282.05,4597.44,1,3.278637083186
4023.08,4271.28,4137.95,4317.95,4592.31,4067.69,4590.77,4177.44,4207.69,4187.18,4282.05,4598.97,1,3.3361525875674243
4018.97,4264.62,4137.44,4322.05,4594.36,4070.26,4586.15,4176.41,4205.13,4186.15,4281.54,4603.08,1,3.2219843085194833
4017.95,4261.54,4134.36,4327.18,4598.97,4071.28,4585.64,4178.97,4208.72,4183.08,4280.0,4602.56,1,3.0307320276019016
4022.56,4262.05,4135.9,4329.23,4600.51,4070.77,4584.62,4176.92,4213.85,4187.18,4278.97,4602.05,1,2.935101782783101
4023.59,4264.62,4137.95,4331.28,4599.49,4065.64,4578.97,4172.31,4211.28,4191.79,4276.92,4603.08,1,2.954209497675422
4023.08,4262.05,4134.87,4334.87,4598.97,4061.03,4578.97,4174.87,4213.33,4190.26,4275.38,4604.1,1,2.93529865198253
4022.56,4253.33,4128.72,4330.77,4598.46,4061.03,4587.69,4182.05,4219.49,4191.28,4276.41,4606.67,1,2.51571617207661
4017.44,4246.67,4120.51,4322.05,4600.51,4063.59,4594.87,4182.56,4214.36,4193.33,4273.33,4601.03,1,2.057449271070134
4007.18,4247.69,4114.87,4322.05,4603.08,4064.1,4591.79,4176.41,4208.21,4190.26,4269.74,4592.82,1,2.057164430738527
4002.56,4248.72,4113.33,4323.59,4600.51,4061.54,4582.56,4172.82,4208.21,4187.18,4271.79,4594.87,1,1.962103866582907
4004.1,4245.13,4108.72,4317.95,4596.41,4059.49,4581.54,4176.92,4205.64,4182.05,4268.72,4591.28,1,1.409440412323645
4005.13,4238.97,4106.67,4318.46,4597.44,4061.03,4589.74,4179.49,4206.67,4182.56,4264.1,4588.21,1,1.1616214782592158
4009.23,4238.46,4114.87,4327.18,4597.44,4062.56,4592.31,4182.56,4221.54,4193.33,4267.69,4600.0,1,1.675791021509705
4012.31,4245.64,4119.49,4329.74,4595.38,4061.54,4590.26,4188.21,4228.72,4197.95,4271.79,4608.21,1,2.0381510460858943
4007.18,4248.72,4110.77,4321.03,4596.41,4063.08,4593.85,4185.13,4216.92,4191.28,4268.21,4602.05,1,1.5045009764792652
3998.97,4237.95,4103.08,4315.9,4600.0,4065.13,4595.38,4176.41,4212.82,4188.21,4266.15,4595.9,1,0.9706540376732409
4000.51,4233.33,4110.26,4322.56,4600.51,4062.56,4589.23,4175.38,4221.54,4189.74,4266.67,4596.92,1,1.0084921464990966
4008.21,4239.49,4115.38,4327.18,4598.46,4062.05,4586.15,4178.46,4217.95,4182.05,4263.08,4595.38,1,1.0850128268130335
4008.72,4238.97,4110.26,4321.54,4598.46,4061.03,4588.72,4178.46,4204.62,4176.92,4264.1,4591.28,1,1.0280670030948906
4004.62,4238.97,4107.69,4317.44,4597.44,4060.0,4586.67,4173.33,4204.62,4182.05,4269.23,4590.77,1,0.989761752565528
4001.54,4246.15,4109.23,4323.08,4595.38,4061.54,4584.1,4170.26,4208.72,4184.62,4268.21,4593.85,1,1.0660937724001223
4003.59,4249.74,4111.28,4326.15,4596.92,4061.54,4584.1,4170.77,4206.67,4182.05,4268.21,4596.41,1,1.370567330743645
4010.77,4249.74,4117.44,4324.62,4596.92,4056.41,4583.59,4171.28,4205.13,4184.1,4274.87,4596.41,1,1.656587126765153
4014.36,4256.92,4124.1,4327.18,4596.41,4052.31,4582.05,4172.82,4206.67,4188.21,4275.38,4594.87,1,1.7714212663285391
4016.41,4264.62,4125.13,4331.79,4598.97,4055.9,4582.56,4177.44,4209.74,4190.26,4274.36,4596.41,1,2.0965046540219663
4018.46,4262.05,4122.05,4328.72,4603.08,4060.0,4587.69,4179.49,4214.87,4192.82,4280.51,4604.62,1,2.286625782333206
4014.87,4252.82,4118.46,4326.15,4602.56,4058.46,4594.36,4182.56,4221.54,4195.9,4283.59,4611.79,1,2.076171456283582
4007.18,4254.36,4115.38,4327.18,4600.51,4058.46,4602.56,4197.44,4228.21,4198.97,4283.59,4610.26,1,1.88510783584541
4007.18,4262.56,4116.92,4322.05,4601.54,4062.05,4606.67,4198.46,4229.23,4196.92,4280.0,4607.18,1,1.7142849325184097
4010.77,4256.92,4120.0,4320.0,4602.05,4063.08,4600.0,4178.97,4219.49,4190.77,4273.85,4604.1,1,1.389959885967573
4008.21,4246.67,4116.41,4324.62,4598.46,4056.92,4590.26,4171.28,4213.33,4189.74,4270.77,4602.05,1,1.2563972020831948
4005.13,4249.23,4108.21,4322.05,4595.9,4050.26,4588.72,4184.1,4217.95,4191.79,4269.74,4602.05,1,1.2755067665880588
4004.62,4249.74,4107.69,4317.95,4598.46,4048.21,4593.33,4189.74,4219.49,4187.69,4267.69,4601.54,1,1.0472708978394087
4005.64,4246.15,4113.85,4324.62,4594.36,4046.15,4586.15,4180.51,4217.44,4180.51,4266.15,4601.03,1,0.7799714374188733
4009.23,4248.21,4119.49,4325.13,4593.85,4043.59,4583.08,4179.49,4212.82,4180.51,4264.62,4599.49,1,0.989857932417759
4008.72,4248.72,4117.95,4326.67,4597.44,4051.28,4595.9,4191.79,4216.92,4186.67,4270.26,4602.56,1,0.9516406530206081
4006.67,4248.21,4115.38,4325.64,4596.41,4054.36,4593.33,4184.1,4216.41,4184.62,4266.67,4604.62,1,0.7225584719972237
4006.67,4246.15,4115.9,4323.08,4598.97,4053.33,4586.67,4172.82,4211.28,4183.08,4256.92,4602.05,1,0.5891926573122748
4006.15,4246.15,4115.38,4324.1,4600.51,4054.87,4592.82,4185.13,4215.38,4187.69,4258.46,4600.51,1,0.7795042957154003
4006.15,4246.67,4112.31,4326.15,4597.95,4056.92,4597.44,4197.44,4227.18,4191.79,4270.26,4604.1,1,1.1802556923405534
4007.18,4247.18,4112.31,4327.18,4600.0,4057.44,4593.33,4193.33,4228.21,4192.82,4275.9,4609.74,1,1.3515457373709592
4007.18,4248.21,4111.79,4324.1,4600.51,4057.95,4590.77,4185.13,4221.03,4188.72,4271.28,4607.18,1,1.0843488159101649
4000.51,4244.62,4108.72,4318.46,4594.87,4055.9,4595.38,4183.59,4212.82,4177.95,4263.59,4592.82,1,0.4941403018767414
3991.28,4237.95,4106.67,4315.38,4594.87,4054.36,4601.03,4192.31,4209.74,4170.77,4256.92,4583.59,1,-0.020408411945110613
3988.21,4240.51,4106.15,4315.38,4595.9,4054.36,4600.51,4198.46,4213.33,4174.87,4258.46,4585.13,1,-0.21203986343395376
3976.92,4244.62,4095.38,4311.28,4594.36,4056.92,4586.67,4171.79,4195.9,4163.59,4253.85,4576.92,1,-0.8034820690335276
3983.08,4264.1,4104.62,4311.28,4594.36,4068.72,4607.69,4194.87,4220.51,4182.05,4276.41,4590.26,1,1.237289487190874
3986.67,4262.56,4109.74,4317.44,4591.79,4067.69,4608.21,4196.41,4224.1,4180.51,4275.9,4594.36,1,1.237004646859267
4026.15,4255.9,4123.08,4317.44,4590.77,4057.95,4597.44,4178.97,4213.85,4176.92,4268.21,4591.79,1,1.5058289982850699
4030.26,4248.72,4123.59,4318.46,4590.77,4055.38,4595.38,4169.74,4201.03,4169.74,4261.03,4583.08,1,1.3153286994025681
4041.54,4250.26,4137.95,4331.79,4593.33,4049.74,4593.33,4186.15,4213.85,4175.38,4254.36,4587.18,1,1.4679908894592142
4037.44,4247.18,4134.87,4327.69,4592.82,4048.21,4598.46,4190.26,4216.92,4177.44,4257.95,4588.21,1,1.2769291186335512
4033.33,4265.13,4137.95,4330.26,4589.74,4047.69,4589.74,4172.82,4208.21,4176.41,4267.18,4589.23,1,1.6774038836471163
4018.46,4261.03,4134.36,4326.67,4590.77,4047.18,4580.51,4169.74,4199.49,4170.26,4259.49,4580.51,1,0.9910897743713325
4022.56,4262.05,4133.33,4327.69,4590.26,4050.26,4586.67,4172.82,4202.56,4172.31,4258.97,4581.03,1,1.2194218229721796
4013.33,4251.28,4131.28,4330.77,4591.79,4049.23,4581.54,4167.69,4193.85,4174.87,4254.87,4577.44,1,0.17009188693742486
4002.56,4248.21,4118.97,4323.08,4591.79,4052.82,4575.9,4168.72,4194.36,4166.67,4255.9,4566.67,1,-0.21071184162818307
3998.46,4241.54,4114.87,4322.56,4589.74,4052.82,4584.1,4171.79,4195.38,4161.03,4251.28,4561.03,1,-0.6297264904833978
3998.97,4232.31,4107.18,4318.97,4590.77,4053.85,4590.26,4180.51,4199.49,4165.64,4245.64,4560.51,1,-0.8971202811436212
4002.05,4238.46,4107.18,4321.03,4595.9,4057.95,4597.95,4194.36,4207.69,4171.79,4254.36,4566.67,1,-0.6688844123950051
4002.05,4242.05,4107.69,4325.13,4599.49,4059.49,4600.0,4188.72,4206.67,4172.31,4255.9,4574.36,1,-0.43923255070837247
3998.46,4237.44,4107.18,4324.1,4600.51,4058.46,4595.38,4176.92,4203.08,4169.23,4249.74,4572.82,1,-0.9352350215810649
3996.41,4229.23,4104.62,4321.03,4600.0,4055.38,4594.36,4178.97,4203.59,4164.62,4242.56,4564.62,1,-1.5651793469093627
4003.08,4231.79,4110.77,4324.62,4600.0,4052.31,4595.38,4181.03,4206.15,4167.69,4246.67,4566.67,1,-1.1263993313664686
4007.69,4243.08,4120.51,4327.18,4601.54,4056.41,4593.33,4177.44,4207.18,4174.36,4254.87,4573.33,1,-0.5537736412200648
4008.21,4245.13,4121.54,4326.15,4599.49,4060.0,4592.82,4181.54,4209.74,4180.0,4252.82,4577.44,1,-0.5540584815516718
4017.44,4248.72,4124.1,4330.26,4598.97,4058.97,4596.92,4191.28,4220.0,4187.69,4255.38,4586.15,1,0.05554258770567955
4022.05,4258.46,4128.21,4335.38,4604.1,4063.08,4605.64,4199.49,4229.74,4196.92,4266.67,4595.9,1,0.8760751830486571
4010.77,4257.44,4124.62,4330.77,4606.15,4069.23,4615.9,4210.26,4228.72,4192.31,4265.64,4589.23,1,0.20915547860934397
4003.08,4247.18,4118.97,4321.54,4602.56,4067.18,4613.85,4204.62,4218.97,4178.46,4254.87,4577.44,1,-0.897025950903967
4000.51,4243.59,4118.97,4318.97,4598.97,4063.08,4602.56,4182.05,4208.72,4174.36,4250.77,4574.87,1,-0.8783917368226294
3998.97,4248.72,4120.51,4321.03,4598.46,4061.54,4592.31,4171.28,4203.08,4178.46,4255.9,4575.9,1,-0.22991573637270116
4005.13,4255.9,4123.08,4323.08,4601.54,4060.51,4590.77,4179.49,4201.54,4177.95,4263.59,4574.87,1,0.15192481455956028
4011.28,4263.59,4126.15,4326.15,4603.59,4059.49,4598.97,4188.21,4206.15,4173.33,4268.21,4574.36,1,0.17131736978348827
4007.18,4266.15,4126.67,4324.1,4599.49,4055.9,4599.49,4184.62,4206.15,4174.87,4265.13,4573.85,1,-0.00044617605796835755
4000.51,4258.97,4122.05,4318.46,4596.41,4052.31,4591.79,4179.49,4197.95,4174.87,4260.0,4568.72,1,-0.23009803774456708
4003.08,4252.82,4120.51,4324.62,4601.03,4053.85,4592.31,4185.64,4198.46,4173.33,4263.59,4571.28,1,-0.03950976772988754
4013.85,4256.41,4132.82,4334.87,4603.59,4056.41,4597.95,4194.36,4211.79,4177.44,4270.26,4581.54,1,0.36152646922683895
4017.95,4260.0,4138.46,4333.33,4602.05,4054.36,4593.33,4185.64,4216.41,4185.13,4265.13,4584.1,1,0.30449267437651817
4009.74,4252.31,4126.67,4331.28,4603.08,4055.38,4587.69,4174.87,4208.21,4185.13,4256.92,4580.0,1,-0.22944223556171786
4005.64,4246.67,4122.56,4334.36,4603.59,4059.49,4593.85,4182.05,4204.62,4180.0,4256.41,4578.97,1,-0.382389265949937
4009.74,4251.79,4127.18,4332.31,4602.05,4060.0,4601.54,4191.28,4209.74,4184.1,4257.44,4581.54,1,-0.020693252276717703
4008.72,4251.28,4126.67,4325.64,4599.49,4061.03,4604.62,4196.92,4215.9,4192.82,4260.0,4584.62,1,-0.1351400125486881
4001.54,4246.67,4121.54,4327.18,4601.03,4068.21,4608.21,4199.49,4213.33,4188.72,4262.56,4580.51,1,-0.5541528117913599
3999.49,4246.67,4117.44,4327.69,4604.62,4070.26,4609.23,4193.85,4207.18,4177.95,4260.0,4574.36,1,-0.4206945164792997
4000.51,4247.18,4116.41,4322.05,4603.08,4063.59,4604.62,4188.72,4207.69,4181.03,4257.44,4577.44,1,-0.2681330157698519
3999.49,4247.18,4119.49,4323.08,4600.51,4062.05,4597.95,4189.23,4207.69,4188.72,4261.03,4580.0,1,-0.5163229116855573
4000.51,4249.23,4121.03,4331.79,4602.05,4063.59,4594.36,4185.64,4206.67,4185.64,4265.13,4577.44,1,-0.3639455619605523
4001.03,4251.28,4120.0,4332.31,4603.59,4061.03,4594.87,4180.0,4206.67,4179.49,4262.56,4577.44,1,-0.13467287084521493
4001.54,4249.74,4122.05,4326.67,4603.59,4060.0,4595.9,4181.03,4204.1,4181.54,4259.49,4578.46,1,-0.22982140613301305
4005.13,4253.33,4121.03,4326.67,4602.05,4064.1,4596.41,4185.64,4202.56,4187.18,4264.62,4580.51,1,0.07503132278180473
4008.72,4262.56,4125.64,4328.72,4600.51,4062.05,4597.44,4189.74,4212.82,4190.77,4275.9,4587.69,1,0.7419510272211517
4013.33,4268.72,4136.41,4331.79,4601.54,4057.95,4598.46,4195.9,4222.05,4195.9,4281.03,4593.33,1,1.0086808069784727
4017.44,4268.21,4138.46,4332.31,4602.05,4060.0,4603.08,4197.44,4222.56,4200.0,4281.03,4596.92,1,1.0283518434264978
4013.85,4258.46,4130.77,4328.21,4601.54,4061.03,4604.1,4194.36,4222.56,4196.41,4274.36,4597.44,1,0.8188445189988734
4007.69,4249.74,4126.15,4329.74,4603.59,4062.05,4599.49,4191.28,4218.97,4189.74,4262.56,4589.23,1,0.036537411773099764
4005.13,4248.72,4125.13,4331.28,4604.1,4062.56,4595.38,4187.69,4210.77,4180.51,4256.41,4580.0,1,-0.8594726824096847
3996.41,4246.15,4120.51,4323.08,4602.56,4059.49,4592.31,4180.0,4201.54,4170.77,4249.74,4571.79,1,-1.4119538352970467
3985.64,4241.03,4116.92,4316.92,4598.97,4057.95,4587.69,4172.31,4195.38,4169.23,4242.05,4564.62,1,-1.4510174269689657
3991.79,4245.64,4118.46,4323.08,4598.46,4060.0,4589.23,4175.38,4196.92,4177.44,4249.23,4570.26,1,-0.7847535247125018
4005.13,4250.77,4125.13,4328.72,4604.62,4061.03,4592.82,4177.95,4198.46,4182.56,4261.54,4581.54,1,-0.15500606858359928
4005.13,4249.74,4129.74,4327.18,4606.67,4058.46,4588.72,4181.03,4197.95,4181.03,4260.0,4582.05,1,-0.15405906696163285
4001.54,4249.23,4128.72,4327.18,4601.03,4056.92,4587.69,4190.77,4204.62,4180.0,4252.82,4579.49,1,-0.3448359974556884
4005.13,4249.23,4125.64,4329.74,4601.03,4058.46,4597.95,4197.95,4213.85,4183.08,4255.9,4584.62,1,-0.1353368817481172
4012.31,4249.23,4125.64,4329.74,4602.56,4058.46,4603.08,4195.38,4216.92,4190.77,4265.13,4591.79,1,0.36019844742103435
4011.79,4255.38,4127.69,4327.69,4595.9,4054.36,4595.9,4185.64,4215.38,4192.82,4270.26,4593.33,1,0.6463207824023174
4007.69,4264.1,4127.18,4327.18,4594.87,4055.38,4591.28,4180.51,4216.92,4189.23,4270.26,4588.21,1,0.5130511475695994
4005.13,4260.51,4124.1,4325.13,4601.54,4060.0,4595.38,4180.0,4211.79,4187.18,4266.15,4583.08,1,0.07492878382206357
4002.05,4250.26,4121.54,4324.62,4600.0,4060.0,4595.38,4179.49,4197.95,4183.59,4262.05,4577.95,1,-0.1351400125486881
4000.51,4248.21,4121.03,4327.18,4596.92,4061.54,4594.36,4184.1,4194.87,4179.49,4263.08,4575.9,1,-0.07839105802997447
4002.56,4248.72,4121.54,4329.74,4601.03,4063.59,4597.44,4191.79,4203.59,4177.95,4263.59,4578.46,1,-0.11679699790650143
4007.69,4248.21,4122.05,4331.28,4603.08,4059.49,4598.97,4198.97,4211.79,4181.54,4264.1,4583.59,1,-0.040837789535692115
4011.28,4249.23,4126.67,4331.28,4603.08,4059.49,4597.44,4200.51,4218.97,4187.69,4266.67,4587.69,1,0.2081040884150597
4008.21,4247.69,4126.67,4329.74,4606.67,4066.67,4597.95,4188.72,4214.87,4182.56,4262.05,4582.56,1,-0.03979460806149464
4009.23,4248.72,4126.15,4332.31,4610.26,4065.13,4596.41,4176.92,4201.54,4177.44,4260.51,4582.56,1,0.28396896654621484
4020.0,4265.13,4136.41,4338.46,4608.21,4057.95,4592.82,4186.67,4207.18,4191.28,4273.33,4595.38,1,1.4089669115126957
4022.05,4269.23,4142.05,4339.49,4604.62,4058.46,4594.87,4197.44,4223.59,4200.51,4277.95,4601.03,1,1.3332989025810036
4010.26,4252.31,4134.87,4334.36,4603.59,4060.0,4600.51,4196.41,4222.56,4190.77,4264.62,4592.82,1,0.3797815127368814
4006.15,4248.72,4131.79,4330.26,4602.56,4059.49,4605.13,4201.54,4215.38,4188.21,4264.1,4589.23,1,0.3412793930080896
4009.74,4256.92,4131.79,4328.72,4600.51,4063.59,4605.13,4200.51,4213.33,4189.74,4272.82,4591.28,1,0.41770574308237207
4005.13,4251.79,4126.15,4329.74,4603.59,4064.1,4595.9,4190.77,4209.23,4182.05,4268.72,4585.13,1,0.09384783823497456
4002.05,4245.13,4123.08,4330.77,4607.69,4057.95,4591.79,4191.79,4210.77,4179.49,4262.56,4584.1,1,0.16961017740635476
4003.59,4247.69,4123.59,4330.77,4605.64,4055.9,4596.41,4195.38,4219.49,4184.62,4265.13,4588.21,1,-0.021451593419274193
4001.54,4248.72,4122.05,4330.26,4608.21,4063.08,4602.05,4191.79,4218.46,4183.59,4268.21,4585.13,1,-0.5554808335971984
3997.95,4247.69,4122.56,4329.23,4615.38,4069.74,4603.08,4189.74,4211.79,4181.54,4267.69,4582.56,1,-0.46014363783002415
4003.08,4251.79,4124.1,4328.72,4608.72,4064.1,4597.44,4193.33,4210.77,4183.59,4268.72,4586.67,1,0.1308314260660427
4009.23,4252.82,4126.67,4332.82,4597.95,4059.49,4594.87,4193.33,4213.33,4182.05,4268.21,4588.72,1,0.07454961325076853
4011.28,4250.77,4130.26,4335.9,4602.05,4062.56,4597.44,4192.31,4215.38,4182.56,4265.64,4586.15,1,-0.3643247325318475
4010.26,4247.18,4129.74,4332.31,4608.72,4061.54,4596.92,4191.79,4216.41,4185.13,4264.62,4589.74,1,-0.3457848486901978
4009.74,4244.62,4124.62,4327.69,4603.59,4054.87,4591.28,4184.62,4215.38,4185.13,4266.67,4594.87,1,-0.07877022860126968
4009.23,4243.59,4123.08,4327.18,4600.51,4055.9,4588.72,4182.05,4209.23,4182.05,4266.67,4591.79,1,-0.32630432233409196
4001.54,4242.56,4120.51,4324.1,4607.18,4061.03,4594.36,4191.28,4207.69,4177.95,4257.95,4582.05,1,-0.9747803227840202
3987.69,4244.62,4112.82,4322.05,4607.69,4057.44,4601.03,4196.92,4216.92,4182.05,4251.79,4574.87,1,-1.0512066728583027
3992.82,4247.69,4117.44,4326.67,4600.0,4052.82,4600.0,4190.77,4218.97,4188.21,4262.56,4581.54,1,-0.13627752426257356
4018.97,4248.72,4132.82,4328.72,4597.44,4054.36,4594.36,4188.21,4212.82,4186.15,4272.82,4590.77,1,1.1418561115715027
4033.33,4253.33,4137.44,4327.18,4602.56,4051.79,4593.85,4189.23,4213.33,4184.62,4271.28,4592.31,1,2.0196111622442445
4035.38,4263.59,4140.51,4332.31,4607.18,4050.77,4595.38,4188.21,4219.49,4193.33,4273.33,4600.0,1,2.725317826743922
4045.13,4267.69,4151.79,4336.41,4609.74,4055.9,4591.28,4186.15,4215.38,4198.46,4282.56,4611.28,1,3.3361525875674243
